SOMAMER_ID,UniProt,TargetFullName,Target
FSTL4.9350.3.3,Q6MZW2,Follistatin-related protein 4,FSTL4
FSTL5.7099.33.3,Q8N475,Follistatin-related protein 5,FSTL5
FTH1.FTL.3031.66.1,"P02792,P02794",Ferritin,Ferritin
FTH1.FTL.5934.1.3,"P02792,P02794",Ferritin,Ferritin
FURIN.6276.16.3,P09958,Furin,Furin
FUT10.7156.2.3,Q6P4F1,"Alpha-(1,3)-fucosyltransferase 10",FUT10
FUT3.4548.4.2,P21217,Galactoside 3(4)-L-fucosyltransferase,Fucosyltransferase 3
FUT5.4549.78.2,Q11128,"Alpha-(1,3)-fucosyltransferase 5",FUT5
FUT8.8244.16.3,Q9BYC5,"Alpha-(1,6)-fucosyltransferase",FUT8
FUT9.6991.24.3,Q9Y231,"Alpha-(1,3)-fucosyltransferase 9",FUT9
FXR1.13076.4.3,P51114,Fragile X mental retardation syndrome-related protein 1,FXR1
FYN.4550.3.2,P06241,Tyrosine-protein kinase Fyn,FYN
G0S2.8931.124.3,P27469,G0/G1 switch protein 2,G0S2
G6B.8659.68.3,O95866,Protein G6b,G6B
G6B.9466.43.3,O95866,Protein G6b,G6B
GABARAPL1.12661.44.3,Q9H0R8,Gamma-aminobutyric acid receptor-associated protein-like 1,GBRL1
GABARAPL2.12494.99.3,P60520,Gamma-aminobutyric acid receptor-associated protein-like 2,GBRL2
GABBR2.13948.50.3,O75899,Gamma-aminobutyric acid type B receptor subunit 2,GABR2
GABBR2.9930.48.3,O75899,Gamma-aminobutyric acid type B receptor subunit 2,GABR2
GADD45GIP1.9302.90.3,Q8TAE8,Growth arrest and DNA damage-inducible proteins-interacting protein 1,G45IP
GAL.13389.8.3,P22466,Galanin peptides,GALA
GALNT1.7090.17.3,Q10472,Polypeptide N-acetylgalactosaminyltransferase 1,GALT1
GALNT10.7003.4.3,Q86SR1,Polypeptide N-acetylgalactosaminyltransferase 10,GLT10
GALNT11.8700.325.3,Q8NCW6,Polypeptide N-acetylgalactosaminyltransferase 11,GLT11
GALNT16.8923.94.3,Q8N428,Polypeptide N-acetylgalactosaminyltransferase 16,GLTL1
GALNT2.5764.4.3,Q10471,Polypeptide N-acetylgalactosaminyltransferase 2,GALT2
GALNT3.6593.5.3,Q14435,Polypeptide N-acetylgalactosaminyltransferase 3,GALT3
GALNT7.10888.4.3,Q86SF2,N-acetylgalactosaminyltransferase 7,GALT7
GALP.9398.30.3,Q9UBC7,Galanin-like peptide,GALP
GAN.10054.3.3,Q9H2C0,Gigaxonin,GAN
GAPDHS.8004.15.3,O14556,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",G3PT
GAS1.5463.22.3,P54826,Growth arrest-specific protein 1,GAS1
GBP6.7818.101.3,Q6ZN66,Guanylate-binding protein 6,GBP6
GC.6581.50.3,P02774,Vitamin D-binding protein,"Gc-Globulin, Mixed Type"
GCA.12594.5.3,P28676,Grancalcin,GRAN
GCG.4891.50.1,P01275,Glucagon,Glucagon
GCH1.11185.145.3,P30793,GTP cyclohydrolase 1,GCH1
GCK.12960.9.3,P35557,Glucokinase,HXK4
GCKR.5223.59.3,Q14397,Glucokinase regulatory protein,GCKR
GCNT1.7016.12.3,Q02742,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase",GCNT1
GCNT2.7143.9.3,Q8NFS9,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase, isoform C",GNT2C
GCNT4.10842.7.3,Q9P109,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4",GCNT4
GCNT4.10854.15.3,Q9P109,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4",GCNT4
GDA.12667.2.3,Q9Y2T3,Guanine deaminase,GUAD
GDF11.12060.28.3,O95390,Growth/differentiation factor 11,GDF-11
GDF11.14495.161.3,O95390,Growth/differentiation factor 11,GDF-11
GDF11.14582.57.3,O95390,Growth/differentiation factor 11,GDF-11
GDF11.14587.16.3,O95390,Growth/differentiation factor 11,GDF-11
GDF11.MSTN.2765.4.3,"O14793,O95390",Growth/differentiation factor 11/8,GDF-11/8
GDF15.4374.45.2,Q99988,Growth/differentiation factor 15,MIC-1
GDF5.2752.62.2,P43026,Growth/differentiation factor 5,BMP-14
GDF9.3067.67.1,O60383,Growth/differentiation factor 9,GDF-9
GDNF.5822.22.3,P39905,Glial cell line-derived neurotrophic factor,GDNF
GEM.12817.1.3,P55040,GTP-binding protein GEM,GEM
GFAP.3034.1.2,P14136,Glial fibrillary acidic protein,GFAP
GFRA1.3314.74.2,P56159,GDNF family receptor alpha-1,GFRa-1
GFRA2.2515.14.3,O00451,GDNF family receptor alpha-2,GFRa-2
GFRA3.2505.49.3,O60609,GDNF family receptor alpha-3,GFRa-3
GFRAL.6920.1.3,Q6UXV0,GDNF family receptor alpha-like,GFRAL
GGA1.13594.158.3,Q9UJY5,ADP-ribosylation factor-binding protein GGA1,GGA1
GGA3.11683.19.3,Q9NZ52,ADP-ribosylation factor-binding protein GGA3,GGA3
GGH.9370.69.3,Q92820,Gamma-glutamyl hydrolase,GGH
GGT2.6334.9.3,P36268,Inactive gamma-glutamyltranspeptidase 2,GGT2
GH1.8462.18.3,P01241,Somatotropin,HGH
GHDC.9730.22.3,Q8N2G8,GH3 domain-containing protein,GHDC
GHR.2948.58.2,P10912,Growth hormone receptor,Growth hormone receptor
GHRL.8447.11.3,Q9UBU3,Appetite-regulating hormone,ghrelin
GJA1.9937.7.3,P17302,Gap junction alpha-1 protein,CXA1
GJA8.12711.19.3,P48165,Gap junction alpha-8 protein,CXA8
GJD2.11678.105.3,Q9UKL4,Gap junction delta-2 protein,CXD2
GLCE.7808.5.3,O94923,D-glucuronyl C5-epimerase,GLCE
GLIPR1.9265.10.3,P48060,Glioma pathogenesis-related protein 1,GLIP1
GLO1.9883.29.3,Q04760,Lactoylglutathione lyase,Glyoxalase I
GLP1R.13085.18.3,P43220,Glucagon-like peptide 1 receptor,GLP1R
GLRX2.12486.8.3,Q9NS18,"Glutaredoxin-2, mitochondrial",GLRX2
GLT8D1.8955.60.3,Q68CQ7,Glycosyltransferase 8 domain-containing protein 1,GL8D1
GLTP.12513.8.3,Q9NZD2,Glycolipid transfer protein,GLTP
GLTPD2.7948.129.3,A6NH11,Glycolipid transfer protein domain-containing protein 2,GLTD2
GMEB2.12804.5.3,Q9UKD1,Glucocorticoid modulatory element-binding protein 2,GMEB2
GMFG.13062.4.3,O60234,Glia maturation factor gamma,GMFG
GNAI3.12650.43.3,P08754,Guanine nucleotide-binding protein G(k) subunit alpha,GNAI3
GNGT2.10917.40.3,O14610,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2,GBGT2
GNLY.3195.50.2,P22749,Granulysin,Granulysin
GNMT.14006.36.3,Q14749,Glycine N-methyltransferase,GNMT
GNPDA1.8909.77.3,P46926,Glucosamine-6-phosphate isomerase 1,GNPI1
GNPNAT1.13954.9.3,Q96EK6,Glucosamine 6-phosphate N-acetyltransferase,GNA1
GNPTG.10666.7.3,Q9UJJ9,N-acetylglucosamine-1-phosphotransferase subunit gamma,GNPTG
GNRH1.5627.53.3,P01148,Progonadoliberin-1,GON1
GNRH2.10708.3.3,O43555,Progonadoliberin-2,GON2
GNS.3616.3.5,P15586,N-acetylglucosamine-6-sulfatase,GNS
GNS.8314.71.3,P15586,N-acetylglucosamine-6-sulfatase,GNS
GOLM1.8798.29.3,Q8NBJ4,Golgi membrane protein 1,GOLM1
GOLM1.8983.7.3,Q8NBJ4,Golgi membrane protein 1,GOLM1
GORAB.7247.1.3,Q5T7V8,RAB6-interacting golgin,GORAB
GOSR1.7805.52.3,O95249,Golgi SNAP receptor complex member 1,GOS-28
GOT1.4912.17.1,P17174,"Aspartate aminotransferase, cytoplasmic",GOT1
GP1BA.4990.87.1,P07359,Platelet glycoprotein Ib alpha chain,GP1BA
GP5.7185.29.3,P40197,Platelet glycoprotein V,GPV
GPA33.6419.75.3,Q99795,Cell surface A33 antigen,GPA33
GPC1.8697.38.3,P35052,Glypican-1,Glypican 1
GPC3.4842.62.2,P51654,Glypican-3,Glypican 3
GPC5.4991.12.1,P78333,Glypican-5,GPC5
GPC6.5350.14.2,Q9Y625,Glypican-6,GPC6
GPCPD1.12786.61.3,Q9NPB8,Glycerophosphocholine phosphodiesterase GPCPD1,GDE5
GPD1L.12420.10.3,Q8N335,Glycerol-3-phosphate dehydrogenase 1-like protein,GPD1L
GPHA2.6395.58.3,Q96T91,Glycoprotein hormone alpha-2,GPHA2
GPI.4272.46.2,P06744,Glucose-6-phosphate isomerase,PHI
GPLD1.11939.11.3,P80108,Phosphatidylinositol-glycan-specific phospholipase D,PHLD
GPLD1.9500.5.3,P80108,Phosphatidylinositol-glycan-specific phospholipase D,PHLD
GPNMB.5080.131.3,Q14956,Transmembrane glycoprotein NMB,GPNMB
GPNMB.8240.207.3,Q14956,Transmembrane glycoprotein NMB,GPNMB
GPNMB.8289.8.3,Q14956,Transmembrane glycoprotein NMB,GPNMB
GPNMB.8606.39.3,Q14956,Transmembrane glycoprotein NMB,GPNMB
GPR101.11371.1.3,Q96P66,Probable G-protein coupled receptor 101,GP101
GPR101.11670.18.3,Q96P66,Probable G-protein coupled receptor 101,GP101
GPR107.12963.1.3,Q5VW38,Protein GPR107,GP107
GPR135.11465.4.3,Q8IZ08,Probable G-protein coupled receptor 135,GP135
GPR26.13540.1.3,Q8NDV2,G-protein coupled receptor 26,GPR26
GPT.3709.4.2,P24298,Alanine aminotransferase 1,ALT
GPX7.8345.27.3,Q96SL4,Glutathione peroxidase 7,GPX7
GRAMD1C.8336.267.3,Q8IYS0,GRAM domain-containing protein 1C,GRM1C
GRAMD1C.8842.16.3,Q8IYS0,GRAM domain-containing protein 1C,GRM1C
GRAP.12820.1.3,Q13588,GRB2-related adapter protein,GRAP
GRAP2.5265.12.3,O75791,GRB2-related adapter protein 2,GRB2-related adapter protein 2
GRB14.13628.58.3,Q14449,Growth factor receptor-bound protein 14,GRB14
GRB2.5464.52.3,P62993,Growth factor receptor-bound protein 2,GRB2 adapter protein
GRB7.11281.6.3,Q14451,Growth factor receptor-bound protein 7,GRB7
GREM1.4449.67.3,O60565,Gremlin-1,GREM1
GREM2.5598.3.3,Q9H772,Gremlin-2,GREM2
GRIA4.10760.107.3,P48058,Glutamate receptor 4,GRIA4
GRID2.12758.47.3,O43424,"Glutamate receptor ionotropic, delta-2",GRID2
GRN.4992.49.1,P28799,Granulins,GRN
GRP.5897.58.3,P07492,Gastrin-releasing peptide,Gastrin-releasing peptide
GRP.8339.72.3,P07492,Gastrin-releasing peptide,Gastrin-releasing peptide
GRP.8400.74.3,P07492,Gastrin-releasing peptide,Gastrin-releasing peptide
GRPEL1.7113.1.3,Q9HAV7,"GrpE protein homolog 1, mitochondrial",GRPE1
GSKIP.12849.25.3,Q9P0R6,GSK3-beta interaction protein,GSKIP
GSTA1.12446.49.3,P08263,Glutathione S-transferase A1,GST A1-1
GSTA3.4993.16.1,Q16772,Glutathione S-transferase A3,GSTA3
GSTA4.14645.253.3,O15217,Glutathione S-transferase A4,GSTA4
GSTK1.13474.40.3,Q9Y2Q3,Glutathione S-transferase kappa 1,GSTK1
GSTM1.7239.9.3,P09488,Glutathione S-transferase Mu 1,GST M1-1
GSTO1.12436.84.3,P78417,Glutathione S-transferase omega-1,GST omega-1
GSTP1.13576.15.3,P09211,Glutathione S-transferase P,Glutathione S-transferase Pi
GSTP1.4911.49.2,P09211,Glutathione S-transferase P,Glutathione S-transferase Pi
GSTT2B.11273.176.3,P0CG30,Glutathione S-transferase theta-2B,GSTT2
GTF2I.13609.11.3,P78347,General transcription factor II-I,GTF2I
GUCA1A.10008.43.3,P43080,Guanylyl cyclase-activating protein 1,GUC1A
GUCA2B.6223.5.3,Q16661,Guanylate cyclase activator 2B,GUC2B
GXYLT1.8229.1.3,Q4G148,Glucoside xylosyltransferase 1,GXLT1
GYPA.9389.12.3,P02724,Glycophorin-A,GLPA
GZMA.3440.7.2,P12544,Granzyme A,granzyme A
GZMB.14041.13.3,P10144,Granzyme B,Granzyme B
GZMB.4133.54.2,P10144,Granzyme B,Granzyme B
GZMH.3373.5.2,P20718,Granzyme H,Granzyme H
GZMK.9545.156.3,P49863,Granzyme K,Granzyme K
GZMM.5704.74.3,P51124,Granzyme M,Granzyme M
H1FX.12709.63.3,Q92522,Histone H1x,H1X
H2AFZ.4163.5.2,P0C0S5,Histone H2A.z,Histone H2A.z
H6PD.7161.25.3,O95479,GDH/6PGL endoplasmic bifunctional protein,G6PE
HAAO.5861.78.3,P46952,"3-hydroxyanthranilate 3,4-dioxygenase",3HAO
HAMP.3504.58.2,P81172,Hepcidin,LEAP-1
HAPLN1.3196.6.2,P10915,Hyaluronan and proteoglycan link protein 1,HPLN1
HAT1.2858.29.2,O14929,Histone acetyltransferase type B catalytic subunit,Hat1
HAVCR1.9021.1.3,Q96D42,Hepatitis A virus cellular receptor 1,TIM-1
HAVCR2.5134.52.2,Q8TDQ0,Hepatitis A virus cellular receptor 2,TIMD3
HAVCR2.7152.5.3,Q8TDQ0,Hepatitis A virus cellular receptor 2,TIMD3
HBEGF.14094.29.3,Q99075,Heparin-binding EGF-like growth factor,HB-EGF
HBEGF.4134.4.2,Q99075,Heparin-binding EGF-like growth factor,HB-EGF
HBG1.10665.30.3,P69891,Hemoglobin subunit gamma-1,HBG1
HBQ1.7965.25.3,P09105,Hemoglobin subunit theta-1,HBAT
HBZ.6919.3.3,P02008,Hemoglobin subunit zeta,HBAZ
HCAR2.13495.48.3,Q8TDS4,Hydroxycarboxylic acid receptor 2,HCAR2
HCK.3374.49.2,P08631,Tyrosine-protein kinase HCK,HCK
HDAC8.2859.69.2,Q9BY41,Histone deacetylase 8,HDAC8
HDGFRP2.4553.65.3,Q7Z4V5,Hepatoma-derived growth factor-related protein 2,HDGR2
HDHD2.13472.35.3,Q9H0R4,Haloacid dehalogenase-like hydrolase domain-containing protein 2,HDHD2
HDLBP.13570.43.3,Q00341,Vigilin,VIGLN
HECW1.12669.30.3,Q76N89,E3 ubiquitin-protein ligase HECW1,HECW1
HEG1.8947.268.3,Q9ULI3,Protein HEG homolog 1,HEG1
HEPACAM2.6568.18.3,A8MVW5,HEPACAM family member 2,HECA2
HEPACAM2.9116.28.3,A8MVW5,HEPACAM family member 2,HECA2
HEPHL1.6354.13.3,Q6MZM0,Hephaestin-like protein 1,HPHL1
HERC1.12705.9.3,Q15751,Probable E3 ubiquitin-protein ligase HERC1,HERC1
HERC4.7860.9.3,Q5GLZ8,Probable E3 ubiquitin-protein ligase HERC4,HERC4
HERC5.12934.1.3,Q9UII4,E3 ISG15--protein ligase HERC5,HERC5
HFE2.3332.57.1,Q6ZVN8,Hemojuvelin,RGM-C
HGD.9832.33.3,Q93099,"Homogentisate 1,2-dioxygenase",HGD
HGF.2681.23.2,P14210,Hepatocyte growth factor,HGF
HGS.13644.30.3,O14964,Hepatocyte growth factor-regulated tyrosine kinase substrate,HGS
HHLA2.14132.21.3,Q9UM44,HERV-H LTR-associating protein 2,HHLA2
HIF1A.13089.6.3,Q16665,Hypoxia-inducible factor 1-alpha,HIF-1a
HINT1.5900.11.2,P49773,Histidine triad nucleotide-binding protein 1,HINT1
HINT2.5612.16.3,Q9BX68,"Histidine triad nucleotide-binding protein 2, mitochondrial",HINT2
HIPK3.3443.61.2,Q9H422,Homeodomain-interacting protein kinase 3,HIPK3
HIST1H1C.2987.37.3,P16403,Histone H1.2,Histone H1.2
HIST3H2A.14144.3.3,Q7L7L0,Histone H2A type 3,H2A3
HK1.13131.5.3,P19367,Hexokinase-1,HXK1
HK2.13130.150.3,P52789,Hexokinase-2,HXK2
HLA.DMA.10639.1.3,P28067,"HLA class II histocompatibility antigen, DM alpha chain",2DMA
HLA.DPB1.8755.202.3,"P01916,P04232,P04440,P13763","HLA class II histocompatibility antigen, DP beta 1 chain",HLA-DPB1
HLA.DQA2.7757.5.3,P01906,"HLA class II histocompatibility antigen, DQ alpha 2 chain",DQA2
HMBS.11530.37.3,P08397,Porphobilinogen deaminase,HEM3
HMG20A.12712.9.3,Q9NP66,High mobility group protein 20A,HM20A
HMG20B.11551.16.3,Q9P0W2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related,HM20B
HMGB1.2524.56.3,P09429,High mobility group protein B1,HMG-1
HMGB2.6913.189.3,P26583,High mobility group protein B2,HMG-2
HMGB3.12775.6.3,O15347,High mobility group protein B3,HMGB3
HMGCR.5230.99.3,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGR
HMGCS1.13496.19.3,Q01581,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",HMCS1
HMGCS2.13704.5.3,P54868,"Hydroxymethylglutaryl-CoA synthase, mitochondrial",HMCS2
HMGN1.9187.2.3,P05114,Non-histone chromosomal protein HMG-14,HMGN1
HMOX2.2622.18.1,P30519,Heme oxygenase 2,HO-2
HNF1A.11193.27.3,P20823,Hepatocyte nuclear factor 1-alpha,HNF1A
HNF4A.10041.3.3,P41235,Hepatocyte nuclear factor 4-alpha,HNF4A
HNRNPA2B1.5351.52.3,P22626,Heterogeneous nuclear ribonucleoproteins A2/B1,hnRNP A2/B1
HNRNPAB.4450.26.2,Q99729,Heterogeneous nuclear ribonucleoprotein A/B,hnRNP A/B
HNRNPAB.8894.80.3,Q99729,Heterogeneous nuclear ribonucleoprotein A/B,hnRNP A/B
HNRNPC.11429.80.3,P07910,Heterogeneous nuclear ribonucleoproteins C1/C2,hnRNP C1/C2
HNRNPDL.10852.114.3,O14979,Heterogeneous nuclear ribonucleoprotein D-like,HNRDL
HNRNPK.4994.178.1,P61978,Heterogeneous nuclear ribonucleoprotein K,hnRNP K
HNRNPM.12783.29.3,P52272,Heterogeneous nuclear ribonucleoprotein M,HNRPM
HOGA1.10024.44.3,Q86XE5,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial",HOGA1
HP.3054.3.2,P00738,Haptoglobin,"Haptoglobin, Mixed Type"
HPGD.4995.16.1,P15428,15-hydroxyprostaglandin dehydrogenase [NAD(+)],HPG-
HPGDS.12549.33.3,O60760,Hematopoietic prostaglandin D synthase,PTGD2
HRASLS2.7822.11.3,Q9NWW9,HRAS-like suppressor 2,HRSL2
HRK.8008.28.3,O00198,Activator of apoptosis harakiri,HRK
HRSP12.14636.25.3,P52758,Ribonuclease UK114,Ribonuclease UK114
HS3ST3A1.8268.98.3,Q9Y663,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1,HS3SA
HS3ST3B1.6986.17.3,Q9Y662,Heparan sulfate glucosamine 3-O-sulfotransferase 3B1,HS3SB
HS3ST4.8998.15.3,Q9Y661,Heparan sulfate glucosamine 3-O-sulfotransferase 4,HS3S4
HS6ST1.5465.32.3,O60243,Heparan-sulfate 6-O-sulfotransferase 1,H6ST1
HS6ST2.13524.25.3,Q96MM7,Heparan-sulfate 6-O-sulfotransferase 2,H6ST2
HSD17B1.4708.3.2,P14061,Estradiol 17-beta-dehydrogenase 1,17-beta-HSD 1
HSD17B10.4217.49.3,Q99714,3-hydroxyacyl-CoA dehydrogenase type-2,ERAB
HSD17B14.13972.4.3,Q9BPX1,17-beta-hydroxysteroid dehydrogenase 14,DHB14
HSD17B2.8979.1.3,P37059,Estradiol 17-beta-dehydrogenase 2,DHB2
HSP90AA1.HSP90AB1.2626.3.2,"P07900,P08238",Heat shock protein HSP 90-alpha/beta,HSP 90a/b
HSP90AB1.5467.15.3,P08238,Heat shock protein HSP 90-beta,HSP 90b
HSP90B1.6393.63.3,P14625,Endoplasmin,Endoplasmin
HSPA1L.12041.33.3,P34931,Heat shock 70 kDa protein 1-like,HS71L
HSPA6.13672.3.3,P17066,Heat shock 70 kDa protein 6,HSP76
HTATIP2.10630.5.3,Q9BUP3,Oxidoreductase HTATIP2,HTAI2
HTATIP2.7753.21.3,Q9BUP3,Oxidoreductase HTATIP2,HTAI2
HTN1.10608.9.3,P15515,Histatin-1,HIS1
HTRA2.3317.33.1,O43464,"Serine protease HTRA2, mitochondrial",HTRA2
HYAL1.8309.12.3,Q12794,Hyaluronidase-1,HYAL1
IARS.12815.9.3,P41252,"Isoleucine--tRNA ligase, cytoplasmic",SYIC
IBSP.14023.84.3,P21815,Bone sialoprotein 2,BSP
IBSP.3415.61.2,P21815,Bone sialoprotein 2,BSP
ICAM1.4342.10.3,P05362,Intercellular adhesion molecule 1,sICAM-1
ICAM2.5486.73.3,P13598,Intercellular adhesion molecule 2,sICAM-2
ICAM3.2649.77.2,P32942,Intercellular adhesion molecule 3,sICAM-3
ICAM4.6550.4.3,Q14773,Intercellular adhesion molecule 4,ICAM4
ICAM5.5124.62.3,Q9UMF0,Intercellular adhesion molecule 5,sICAM-5
ICAM5.8245.27.3,Q9UMF0,Intercellular adhesion molecule 5,sICAM-5
ICOS.14084.191.3,Q9Y6W8,Inducible T-cell costimulator,ICOS
ICOS.2988.57.2,Q9Y6W8,Inducible T-cell costimulator,ICOS
ICOSLG.5061.27.3,O75144,ICOS ligand,B7-H2
ICOSLG.9303.9.3,O75144,ICOS ligand,B7-H2
ID1.9436.2.3,P41134,DNA-binding protein inhibitor ID-1,ID-1
ID2.9426.73.3,Q02363,DNA-binding protein inhibitor ID-2,ID2
IDE.3197.70.2,P14735,Insulin-degrading enzyme,IDE
IDO1.9759.13.3,P14902,"Indoleamine 2,3-dioxygenase 1",INDO
IDUA.3169.70.2,P35475,Alpha-L-iduronidase,IDUA
IER3.9786.310.3,P46695,Radiation-inducible immediate-early gene IEX-1,IEX1
IER3IP1.6412.26.3,Q9Y5U9,Immediate early response 3-interacting protein 1,IR3IP
IFI16.12893.159.3,Q16666,Gamma-interferon-inducible protein 16,IP16
IFI16.13940.19.3,Q16666,Gamma-interferon-inducible protein 16,IP16
IFIT2.9853.3.3,P09913,Interferon-induced protein with tetratricopeptide repeats 2,IFIT2
IFIT3.13642.90.3,O14879,Interferon-induced protein with tetratricopeptide repeats 3,CIG49
IFNA10.14128.121.3,P01566,Interferon alpha-10,IFN10
IFNA10.5733.61.3,P01566,Interferon alpha-10,IFN10
IFNA14.7180.114.3,P01570,Interferon alpha-14,IFN14
IFNA4.7268.12.3,P05014,Interferon alpha-4,IFNA4
IFNA5.6210.100.3,P01569,Interferon alpha-5,IFNA5
IFNA6.5714.88.3,P05013,Interferon alpha-6,IFNA6
IFNA7.14129.1.3,P01567,Interferon alpha-7,IFNA7
IFNA8.6214.84.3,P32881,Interferon alpha-8,IFNA8
IFNAR1.9183.7.3,P17181,Interferon alpha/beta receptor 1,IFN-a/b R1
IFNB1.7243.8.3,P01574,Interferon beta,IFN-b
IFNG.14147.50.3,P01579,Interferon gamma,IFN-g
IFNG.2989.17.2,P01579,Interferon gamma,IFN-g
IFNGR1.5825.49.3,P15260,Interferon gamma receptor 1,IFN-g R1
IFNGR2.8818.13.3,P38484,Interferon gamma receptor 2,INGR2
IFNGR2.9180.6.3,P38484,Interferon gamma receptor 2,INGR2
IFNGR2.9305.89.3,P38484,Interferon gamma receptor 2,INGR2
IFNL1.13734.22.3,Q8IU54,Interferon lambda-1,IFN-lambda 1
IFNL1.4396.54.1,Q8IU54,Interferon lambda-1,IFN-lambda 1
IFNL2.4397.26.2,Q8IZJ0,Interferon lambda-2,IFN-lambda 2
IFNLR1.7192.37.3,Q8IU57,Interferon lambda receptor 1,CRF2-12
IFNW1.7196.21.3,P05000,Interferon omega-1,IFN-w
IGBP1.12358.6.3,P78318,Immunoglobulin-binding protein 1,IGBP1
IGDCC3.11952.1.3,Q8IVU1,Immunoglobulin superfamily DCC subclass member 3,IGDC3
IGDCC3.7118.24.3,Q8IVU1,Immunoglobulin superfamily DCC subclass member 3,IGDC3
IGDCC4.9793.145.3,Q8TDY8,Immunoglobulin superfamily DCC subclass member 4,IGDC4
IGF1.2952.75.2,P05019,Insulin-like growth factor I,IGF-I
IGF1R.4232.19.2,P08069,Insulin-like growth factor 1 receptor,IGF-I sR
IGF2R.3676.15.3,P11717,Cation-independent mannose-6-phosphate receptor,IGF-II receptor
IGFBP1.13741.36.3,P08833,Insulin-like growth factor-binding protein 1,IGFBP-1
IGFBP1.2771.35.2,P08833,Insulin-like growth factor-binding protein 1,IGFBP-1
IGFBP2.2570.72.5,P18065,Insulin-like growth factor-binding protein 2,IGFBP-2
IGFBP3.2571.12.3,P17936,Insulin-like growth factor-binding protein 3,IGFBP-3
IGFBP6.14088.38.3,P24592,Insulin-like growth factor-binding protein 6,IGFBP-6
IGFBP7.3320.49.2,Q16270,Insulin-like growth factor-binding protein 7,IGFBP-7
IGFBPL1.7815.49.3,Q8WX77,Insulin-like growth factor-binding protein-like 1,IBPL1
IGFL3.6961.14.3,Q6UXB1,Insulin growth factor-like family member 3,IGFL3
IGFL4.6353.60.3,Q6B9Z1,Insulin growth factor-like family member 4,IGFL4
IGFLR1.7244.16.3,Q9H665,IGF-like family receptor 1,TM149
IGHE.IGK.IGL.4135.84.2,P01854,Immunoglobulin E,IgE
IGJ.8362.102.3,P01591,Immunoglobulin J chain,IgJ
IGLL1.6485.59.3,P15814,Immunoglobulin lambda-like polypeptide 1,IGLL1
IGLON5.6478.2.3,A6NGN9,IgLON family member 5,IGLO5
IGSF11.10700.10.3,Q5DX21,Immunoglobulin superfamily member 11,IGS11
IGSF11.9279.7.3,Q5DX21,Immunoglobulin superfamily member 11,IGS11
IGSF8.6984.6.3,Q969P0,Immunoglobulin superfamily member 8,IGSF8
IGSF9.10518.14.3,Q9P2J2,Protein turtle homolog A,TUTLA
IL10.2773.50.2,P22301,Interleukin-10,IL-10
IL10RB.2631.50.2,Q08334,Interleukin-10 receptor subunit beta,IL-10 Rb
IL11.4493.92.1,P20809,Interleukin-11,IL-11
IL11RA.3814.63.1,Q14626,Interleukin-11 receptor subunit alpha,IL-11 RA
IL12A.IL12B.10367.26.3,"P29459,P29460",Interleukin-12,IL-12
IL12A.IL12B.10367.62.3,"P29459,P29460",Interleukin-12,IL-12
IL12A.IL12B.2455.17.4,"P29459,P29460",Interleukin-12,IL-12
IL12B.IL23A.10365.132.3,"P29460,Q9NPF7",Interleukin-23,IL-23
IL12B.IL23A.4494.63.2,"P29460,Q9NPF7",Interleukin-23,IL-23
IL12RB1.2632.5.2,P42701,Interleukin-12 receptor subunit beta-1,IL-12 Rb1
IL12RB2.3815.14.1,Q99665,Interleukin-12 receptor subunit beta-2,IL-12 RB2
IL13.3072.4.2,P35225,Interleukin-13,IL-13
IL13RA1.2633.52.2,P78552,Interleukin-13 receptor subunit alpha-1,IL-13 Ra1
IL15RA.14054.17.3,Q13261,Interleukin-15 receptor subunit alpha,IL-15 Ra
IL15RA.3445.53.2,Q13261,Interleukin-15 receptor subunit alpha,IL-15 Ra
IL16.2774.10.3,Q14005,Interleukin-16,IL-16
IL17A.13718.1.3,Q16552,Interleukin-17A,IL-17
IL17A.3498.53.2,Q16552,Interleukin-17A,IL-17
IL17A.9170.24.3,Q16552,Interleukin-17A,IL-17
IL17C.9255.5.3,Q9P0M4,Interleukin-17C,IL-17C
IL17D.4136.40.2,Q8TAD2,Interleukin-17D,IL-17D
IL17F.2775.54.2,Q96PD4,Interleukin-17F,IL-17F
IL17RA.2992.59.2,Q96F46,Interleukin-17 receptor A,IL-17 sR
IL17RB.5084.154.3,Q9NRM6,Interleukin-17 receptor B,IL-17B R
IL17RC.5468.67.3,Q8NAC3,Interleukin-17 receptor C,IL-17 RC
IL17RD.3376.49.2,Q8NFM7,Interleukin-17 receptor D,IL-17 RD
IL18BP.3073.51.2,O95998,Interleukin-18-binding protein,IL-18 BPa
